匯入序號,捕捉日期時間,表格類別,資料頁碼,繫放員,捕捉代碼,環號,第1色環,第2色環,第3色環,物種名,年齡,年齡依據一,年齡依據二,性別,性別依據一,性別依據二,頭骨,泄殖腔,孵卵斑,脂肪量,體換羽,飛羽換羽,飛羽磨損,幼鳥羽衣,初級覆羽世代,次級覆羽世代,初級飛羽世代,次級飛羽世代,三級飛羽世代,尾羽世代,體羽世代,非羽區世代,自然翼長,最大翼長,尾長,體重,繫放狀態,網號,留置狀況,嘴長測量方法,嘴長,全頭長,跗蹠長,虹膜色,換羽模式P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,抽血數,恥骨寬,活動分類,註記,F62,繫放站,問題修正
2017W224,2017/11/26,回收,3,馮孟婕,R,K42575,W,W,Y,灰頭鷦鶯,0,,,U,,,6,0,0,0,0,N,1,0,,,,,,,,,43,45,66,6.5,1,8,,,,,,,,,,,,,,,,,,,O,,,關渡(冬),
20171182,2017/8/20,新鳥,13,林冠伶,N,K42581,W,W,O,灰頭鷦鶯,1,S,,U,,,6,0,0,2,1,S,3,0,,,,,,,,,43,45,60,7,1,11,,3,13.5,26.7,23,,4,4,1,0,0,0,0,0,0,0,,,,嘴內雜黑觸，疑似公鳥,,關渡,
20171187,2017/8/20,新鳥,13,林瑞興,N,K42584,DG,M,M,灰頭鷦鶯,2,S,,U,,,2,0,0,1,1,S,1,2,,,,,,,,,39,42,53.5,7,1,5,,,,,,,3,2,0,0,0,0,0,0,0,,,,,,,關渡,
20171189,2017/8/20,新鳥,13,梅允文,N,K42586,W,W,DG,灰頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,2,3,,,,,,,,,43.5,45,54,7.2,1,7,,3,13,29,20.8,,,,,,,,,,,,,,,,,關渡,
20171191,2017/8/20,新鳥,14,姚牧君,N,K42588,W,W,M,灰頭鷦鶯,2,S,,U,,,2,0,0,2,0,N,2,2,,,,,,,,,41.5,42.5,49,6.6,1,11,,3,12.3,27.1,20.4,,,,,,,,,,,,,,,,,關渡,
20171196,2017/8/20,新鳥,14,柯佳雯,N,K42593,W,DG,Y,灰頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,1,1,,,,,,,,,43.5,45.5,50.5,6.3,1,7,,3,13,27.1,20.8,,,,,,,,,,,,,,,,,關渡,
20171205,2017/8/20,新鳥,15,柯佳雯,N,K42599,W,DB,Y,灰頭鷦鶯,2,S,,U,,,1,0,0,2,2,N,2,1,,,,,,,,,43,45,53.5,7.5,1,7,,3,13.6,29.3,21,,,,,,,,,,,,,,,,,關渡,
20171211,2017/8/20,回收,10,葉玲瑤,R,K42599,W,DB,Y,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,其他：當日回收，不做檢視及測量。,,關渡,
20171214,2017/8/20,新鳥,15,張智偉,N,K42600,W,DB,O,灰頭鷦鶯,2,S,J,U,,,2,0,0,0,1,N,2,1,,,,,,,,,39.5,41,51,6.5,1,6,,3,12.8,28.5,20.5,,,,,,,,,,,,,,,,,關渡,
2017W146,2017/10/29,回收,2,林佩蓉,R,K42600,W,DB,O,灰頭鷦鶯,1,S,,U,,,6,0,0,3,0,N,1,0,,,,,,,,,42,43,68,7,1,8,,,,,,,,,,,,,,,,,,,O,,,關渡(冬),
2017W174,2017/11/26,新鳥,12,張智偉,N,K42611,,,,灰頭鷦鶯,0,,,U,,,6,0,0,0,0,N,0,0,,,,,,,,,42,44,66,7,3,6,,,,,,,,,,,,,,,,,,,O,,,關渡(冬),
2018W004,2018/1/21,新鳥,1,王李廉,N,K42651,W,DB,DG,灰頭鷦鶯,1,S,,F,O,,6,0,0,0,0,N,3,0,,,,,,,,,42,43,62,6.5,1,1,,3,12.8,27.7,19,,,,,,,,,,,,,,O,O:眉線過眼,,關渡(冬),
2018W026,2018/1/21,新鳥,3,沈妤蓮,N,K42671,W,DB,DB,灰頭鷦鶯,1,S,,F,I,,6,0,0,3,0,N,0,0,,,,,,,,,42,44,63,7.5,1,2,,3,12.4,27.8,20.4,,,,,,,,,,,,,,O,,,關渡(冬),
20180037,2018/4/1,新鳥,1,林穆明,N,K42694,Y,O,W,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,3,N,1,0,,,,,,,,,43.5,45.5,77.8,7,1,8,,3,14.2,28.5,20.1,,,,,,,,,,,,,,M,,,關渡,
,2019/6/16,回收,7,林冠伶,R,K42694,Y,O,W,灰頭鷦鶯,1,S,,M,I,,6,0,0,1,1,N,2,0,,,,,,,,,43,45,67,7.5,1,12,,3,15.2,28,21.3,223B,,,,,,,,,,,,,M,,,關渡,
20180045,2018/4/22,新鳥,1,林冠伶,N,K42696,Y,R,Y,灰頭鷦鶯,1,S,,F,I,,6,0,1,2,0,N,2,0,,,,,,,,,42,44,66,8,1,8,,3,15.7,27.4,20.4,,,,,,,,,,,,,,M,,,關渡,
20180046,2018/4/22,新鳥,2,林佩蓉,N,K42697,Y,R,O,灰頭鷦鶯,1,S,,U,,,6,0,0,3,1,N,3,0,,,,,,,,,42,43,61,7,1,7,,3,13.6,27.9,25,,,,,,,,,,,,,,M,,,關渡,
20180051,2018/4/22,新鳥,2,周暉堡,N,K42700,Y,Y,Y,灰頭鷦鶯,1,S,,M,I,,6,0,0,1,0,N,2,0,,,,,,,,,43,44,65,7.2,1,9,,3,13.6,30.1,20.6,,,,,,,,,,,,,,M,,,關渡,
,2019/2/17,回收,2,王李廉,R,K42789,Y,B,R,灰頭鷦鶯,1,S,,M,I,,6,0,0,1,0,N,1,0,,,,,,,,,44,45,66,7.2,1,1,,3,13.3,28,19.8,132C,,,,,,,,,,,,,O,嘴內轉黑,,湖本合作社,
,2019/1/12,新鳥,1,張安瑜,N,K42789,Y,B,R,灰頭鷦鶯,1,S,,U,,,6,0,0,1,0,N,1,0,,,,,,,,,45,47,75,6.8,1,1,,3,13.1,28.4,19.3,123B,,,,,,,,,,,,,O,嘴內側微黑嘴基淡淡黑色疑似公鳥,,湖本合作社,
,2019/1/12,新鳥,1,柯佳雯,N,K42790,Y,LB,R,灰頭鷦鶯,1,S,,U,,,6,0,0,0,0,N,2,0,,,,,,,,,42,43.5,66,7,1,1,,3,13.4,28.3,20.3,24,,,,,,,,,,,,,O,左腳趾畸形,,湖本合作社,
,2019/4/17,回收,4,蘇美如,R,K42795,Y,B,Y,灰頭鷦鶯,1,S,,F,I,,6,5,0,1,0,N,3,0,,,,,,,,,42,44,53,7.2,1,1,,,,,,,,,,,,,,,,,,,O,孵卵斑脫毛不完全，有血管,,湖本合作社,
,2019/2/17,回收,2,沈妤蓮,R,K42795,Y,B,Y,灰頭鷦鶯,1,S,,U,,,6,0,0,2,0,N,1,0,,,,,,,,,43,44,68,6.8,1,1,,3,11.6,28.8,20.6,38,,,,,,,,,,,,,O,,,湖本合作社,
,2019/1/12,新鳥,1,林幸愉,N,K42795,Y,B,Y,灰頭鷦鶯,1,S,,U,,,6,0,0,2,0,N,2,0,,,,,,,,,43,45,68,6.8,1,1,,3,13.3,28.9,20.4,123A,,,,,,,,,,,,,O,疑似母鳥嘴內肉色,,湖本合作社,
2017W066,2017/9/17,新鳥,1,周暉堡,N,K46003,W,DB,R,灰頭鷦鶯,1,S,,U,,,6,0,4,0,4,S,3,0,,,,,,,,,43,45,65,8,1,4,,3,14,28.9,22,,5,5,5,5,4,1,0,0,0,0,,,O,,,關渡(冬),
2017W091,2017/10/29,新鳥,2,周暉堡,N,K46013,W,W,W,灰頭鷦鶯,1,S,,U,,,6,5,5,5,1,N,1,0,,,,,,,,,42,44,70,7,1,5,,,,,,,,,,,,,,,,,,,O,,,關渡(冬),
2017W144,2017/10/29,新鳥,6,吳孟昕,N,K46051,W,DG,W,灰頭鷦鶯,1,S,,U,,,6,0,0,2,4,N,1,0,,,,,,,,,46,47,75,6.5,1,8,,3,11.5,28.7,24.8,,,,,,,,,,,,,,O,,,關渡(冬),
20180060,2018/4/22,新鳥,2,林冠伶,N,K46106,Y,O,R,灰頭鷦鶯,1,S,,F,I,C,6,5,3,4,0,N,1,0,,,,,,,,,44,46,63,10,1,9,,,,,,,,,,,,,,,,,,,M,待產不量,,關渡,
20180158,2018/7/1,回收,6,沈妤蓮,R,K46106,Y,O,R,灰頭鷦鶯,1,S,,F,I,C,6,5,1,2,0,N,0,0,,,,,,,,,45,47,58,7.4,1,9,,3,13.5,28.6,20.5,,,,,,,,,,,,,,M,,,關渡,
20180202,2018/8/5,回收,7,張靖,R,K46106,Y,O,R,灰頭鷦鶯,1,S,,F,I,,6,5,5,1,1,S,3,0,,,,,,,,,44.5,45.5,,8,1,9,,3,13.9,28.4,20.6,,4,2,0,0,0,0,0,0,0,0,,,M,尾羽換羽不量,,關渡,
20180061,2018/4/22,新鳥,3,林冠伶,N,K46107,Y,O,Y,灰頭鷦鶯,1,S,,U,,,6,0,0,3,0,N,2,0,,,,,,,,,41,43,57,7.5,1,7,,3,13.5,29,21,,,,,,,,,,,,,,M,,,關渡,
20180083,2018/5/13,新鳥,4,沈妤蓮,N,K46118,Y,M,Y,灰頭鷦鶯,1,S,,F,I,,6,0,2,2,0,N,2,0,,,,,,,,,42,44,53,8.2,1,3,,3,13,28.7,19.9,,,,,,,,,,,,,,M,,,關渡,
20180087,2018/5/13,新鳥,4,周暉堡,N,K46122,Y,R,W,灰頭鷦鶯,1,S,,M,I,C,6,5,2,1,0,N,1,0,,,,,,,,,43,44,57,9.5,1,3,,3,13.5,29.1,19.4,,,,,,,,,,,,,,M,,,關渡,
,2019/3/17,回收,1,葉玲瑤,R,K46122,Y,R,W,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,3,N,1,0,,,,,,,,,44,46,68,8.5,1,4,,3,13.4,29.1,20.7,219C,,,,,,,,,,,1,,M,血樣編號No.4,,關渡,
20180088,2018/5/13,新鳥,4,葉玲瑤,N,K46123,Y,DP,W,灰頭鷦鶯,1,S,,F,I,C,6,5,1,1,0,N,2,0,,,,,,,,,41,42,,7.5,1,8,,3,12.4,28,20.8,,,,,,,,,,,,,,M,尾羽磨損不量,,關渡,
,2019/5/5,回收,6,林冠伶,R,K46123,Y,DP,W,灰頭鷦鶯,1,S,,F,I,,6,0,2,0,1,N,2,0,,,,,,,,,,41,,7.3,1,8,,3,16.6,26.5,21.5,24,,,,,,,,,,,1,,M,尾羽換羽中，血樣編號33,,關渡,
,2019/4/14,回收,4,周暉堡,R,K46123,Y,W,DP,灰頭鷦鶯,1,S,,F,I,C,6,5,1,2,0,S,2,0,,,,,,,,,,42,67,7.8,1,8,,3,12.3,28.5,20.2,40,,,,,,,,,,,1,,M,右P4意外換羽。採血編號no.23,,關渡,
,2019/3/17,回收,1,林冠伶,R,K46123,Y,DP,W,灰頭鷦鶯,1,S,,F,I,,6,1,0,3,2,N,3,0,,,,,,,,,42,43,67,7.5,1,8,,3,14.8,28.2,21.9,123C,,,,,,,,,,,1,,M,血樣編號No.7,,關渡,
20180099,2018/6/10,新鳥,4,蘇志盛,N,K46125,W,W,DP,灰頭鷦鶯,1,S,,U,,,6,0,0,0,0,N,3,0,,,,,,,,,45,47,,7.8,1,9,,3,13.4,28.9,20.8,,,,,,,,,,,,,,M,尾羽磨損不量,,關渡,
20180114,2018/6/10,新鳥,5,林冠伶,N,K46136,W,DG,DP,灰頭鷦鶯,1,S,,M,I,,6,0,0,1,0,N,2,0,,,,,,,,,45,46,,7.5,1,7,,3,13,28.9,21.1,,,,,,,,,,,,,,M,尾羽脫落不量,,關渡,
20180139,2018/6/10,新鳥,7,沈妤蓮,N,K46149,W,DB,DP,灰頭鷦鶯,1,S,,F,I,C,6,5,1,3,0,N,1,0,,,,,,,,,42,44,,7.5,1,7,,3,13.8,28.4,19.8,,,,,,,,,,,,,,M,尾羽換羽中不量,,關渡,
,2019/5/26,回收,6,周暉堡,R,K46149,W,DB,DP,灰頭鷦鶯,1,S,,F,I,,6,0,0,1,0,N,2,0,,,,,,,,,42,43,57,7,1,8,,3,12.9,28.4,19.5,223B,,,,,,,,,,,1,,M,,,關渡,
20180152,2018/7/1,新鳥,7,林冠伶,N,K46151,W,M,DP,灰頭鷦鶯,1,S,,U,,,6,0,0,1,0,N,1,0,,,,,,,,,40,41,54,6,1,11,,3,12.2,26.5,19,,,,,,,,,,,,,,M,嘴厚：2.31mm,,關渡,
20180166,2018/7/1,新鳥,7,林冠伶,N,K46153,Y,DB,R,灰頭鷦鶯,2,S,,U,,,2,0,0,0,0,N,1,9,,,,,,,,,41,43,56,7,1,6,,3,14.7,28.7,21.1,,,,,,,,,,,,,,M,,,關渡,
20180167,2018/7/1,新鳥,7,沈妤蓮,N,K46154,Y,DG,R,灰頭鷦鶯,2,S,J,U,,,1,0,0,0,0,N,2,3,,,,,,,,,41,42.5,58.5,6.7,1,6,,3,12.1,28.4,21.5,,,,,,,,,,,,,,M,嘴厚：2.30mm,,關渡,
20180175,2018/7/1,新鳥,8,沈妤蓮,N,K46162,W,DP,R,灰頭鷦鶯,2,S,J,U,,,1,0,0,3,0,N,0,3,,,,,,,,,40.5,41.5,56,7.1,1,5,,3,12.1,28.5,22.4,,,,,,,,,,,,,,M,嘴厚：2.44mm,,關渡,
20180182,2018/7/1,新鳥,8,沈妤蓮,N,K46164,W,DP,Y,灰頭鷦鶯,2,S,J,U,,,1,0,0,3,0,N,0,3,,,,,,,,,40,41,49,6.5,1,11,,3,11.9,26.8,19.9,,,,,,,,,,,,,,M,嘴厚：2.33mm,,關渡,
20180193,2018/7/1,回收,7,林冠伶,R,K46164,W,DP,Y,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,1,5,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
20180184,2018/7/1,新鳥,8,沈妤蓮,N,K46166,Y,W,R,灰頭鷦鶯,2,S,J,U,,,1,0,0,3,0,N,0,3,,,,,,,,,39,40,48.5,6.5,1,5,,3,12.1,26.4,20.4,,,,,,,,,,,,,,M,嘴厚：2.33mm,,關渡,
20180185,2018/7/1,新鳥,9,姚牧君,N,K46167,Y,DP,R,灰頭鷦鶯,2,S,J,U,,,1,0,0,0,0,N,1,3,,,,,,,,,40,41,52.1,6.3,1,3,,3,12.9,27.2,20.4,,,,,,,,,,,,,,M,嘴厚：2.72mm,,關渡,
20180190,2018/7/1,新鳥,9,沈妤蓮,N,K46170,Y,O,O,灰頭鷦鶯,2,S,J,U,,,1,0,0,3,0,N,0,3,,,,,,,,,40,42,51,6.8,1,5,,3,12.9,27.9,20,,,,,,,,,,,,,,M,嘴厚：2.29mm,,關渡,
20180195,2018/7/1,新鳥,9,姚牧君,N,K46173,Y,W,Y,灰頭鷦鶯,2,S,I,U,,,3,0,0,2,2,N,1,2,,,,,,,,,41,42,,6.8,1,5,,3,11.6,27.1,21,,,,,,,,,,,,,,M,尾羽生長不量；嘴厚：2.21mm,,關渡,
20180205,2018/8/5,新鳥,9,張智偉,N,K46175,Y,Y,O,灰頭鷦鶯,2,S,J,U,,,1,0,0,0,0,N,1,3,,,,,,,,,42,43,53,7,1,5,,3,13.8,28.9,20.5,,,,,,,,,,,,,,M,嘴厚：2.30mm,,關渡,年齡1更改為2
20180206,2018/8/5,新鳥,9,張靖,N,K46176,Y,M,O,灰頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,1,3,,,,,,,,,40.5,42,,6.5,1,5,,3,13.9,27.6,19.8,,,,,,,,,,,,,,M,尾羽生長中，嘴厚：2.40mm,,關渡,
20180217,2018/8/5,新鳥,10,張智偉,N,K46182,W,DP,W,灰頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,1,2,,,,,,,,,42,43.5,54,7,1,7,,3,13,28.7,20.9,,,,,,,,,,,,,,M,,,關渡,
20180223,2018/8/5,新鳥,10,梅允文,N,K46186,Y,W,O,灰頭鷦鶯,2,S,,U,,,2,0,0,0,0,N,2,3,,,,,,,,,42,43,56,7.3,1,7,,3,17.3,29.1,21.1,,,,,,,,,,,,,,M,,,關渡,第2色環M更改為W
20180226,2018/8/5,新鳥,11,張靖,N,K46189,Y,W,DG,灰頭鷦鶯,1,S,,M,I,,6,0,5,1,3,N,2,0,,,,,,,,,45,46,,8,1,8,,3,13.7,28,20.8,,,,,,,,,,,,,,M,尾羽換羽不量,,關渡,
20180228,2018/8/5,新鳥,11,姚牧君,N,K46190,Y,Y,M,灰頭鷦鶯,1,S,,F,I,,6,0,0,3,2,N,3,0,,,,,,,,,44,45,,7.4,1,8,,3,13.3,28.3,20.3,,,,,,,,,,,,,,M,尾羽換羽不量,,關渡,
,2019/3/17,回收,2,馮孟婕,R,K46212,Y,DG,Y,灰頭鷦鶯,1,S,,M,I,,6,1,0,0,0,N,3,0,,,,,,,,,44,45,73,7.5,1,4,,3,14.4,29.8,21,37,,,,,,,,,,,1,,M,血樣編號No.10,,關渡,
,2019/7/7,回收,8,林冠伶,R,K46218,Y,R,M,灰頭鷦鶯,1,S,,M,I,,6,0,0,2,2,N,3,0,,,,,,,,,46,47,61,8.5,1,4,,3,13.6,29.6,22.4,123A,,,,,,,,,,,,,M,,,關渡,
,2019/6/16,回收,7,周暉堡,R,K46218,Y,R,M,灰頭鷦鶯,1,S,,M,I,,6,0,0,1,0,N,2,0,,,,,,,,,46,47,,7.9,1,4,,3,13,29.3,21.3,38,,,,,,,,,,,,,M,尾羽換羽不量,,關渡,
,2019/5/26,回收,6,周暉堡,R,K46218,Y,R,M,灰頭鷦鶯,1,S,,M,I,,6,1,0,1,0,N,2,0,,,,,,,,,44,45,,7.6,1,4,,3,13.8,30.2,20.3,223B,,,,,,,,,,,,,M,尾羽脫落,,關渡,
,2019/4/14,回收,4,梅允文,R,K46218,Y,R,M,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
,2019/3/17,新鳥,1,林冠伶,N,K46218,Y,R,M,灰頭鷦鶯,1,S,,M,I,,6,0,0,1,1,N,2,0,,,,,,,,,47,48,79,7.9,1,4,,3,14.8,27.7,22.6,123A,,,,,,,,,,,1,,M,血樣編號No.1,,關渡,
,2019/3/17,回收,2,沈妤蓮,R,K46218,Y,R,M,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
,2019/3/17,新鳥,1,周暉堡,N,K46220,Y,DB,DG,灰頭鷦鶯,1,S,,M,I,,6,0,0,2,3,N,2,0,,,,,,,,,44,45,73,8.2,1,8,,3,13.9,29.7,21.5,123A,,,,,,,,,,,1,,M,血樣編號No.2,,關渡,
,2019/3/17,新鳥,1,沈妤蓮,N,K46224,Y,O,DG,灰頭鷦鶯,1,S,,M,I,,6,1,0,0,0,N,1,0,,,,,,,,,44,45,,8,1,8,,3,13.4,29.1,20.7,123A,,,,,,,,,,,1,,M,尾羽換羽。血樣編號No.5,,關渡,
,2019/3/17,新鳥,2,葉玲瑤,N,K46230,Y,DG,DB,灰頭鷦鶯,1,S,,U,,,6,0,1,1,3,N,1,0,,,,,,,,,42,43,67,7,1,4,,3,13,28.1,18.1,23C,,,,,,,,,,,1,,M,血樣編號No.11,,關渡,
,2019/3/17,新鳥,2,林冠伶,N,K46231,Y,DB,DB,灰頭鷦鶯,1,S,,M,I,,6,0,0,3,2,N,3,0,,,,,,,,,45,46,74,8,1,7,,3,15.4,29.6,20.1,123B,,,,,,,,,,,1,,M,血樣編號No.12,,關渡,
,2019/5/5,回收,6,葉玲瑤,R,K46237,Y,Y,DB,灰頭鷦鶯,1,S,,M,I,,6,2,2,1,0,N,2,0,,,,,,,,,44,45,,7.5,1,9,,3,13.1,28.7,20.7,26,,,,,,,,,,,1,,M,尾羽換羽中，血樣編號32,,關渡,
,2019/4/14,新鳥,2,沈妤蓮,N,K46237,Y,Y,DB,灰頭鷦鶯,1,S,,U,,,6,1,0,0,0,N,3,0,,,,,,,,,42,43,,8,1,5,,3,13.5,28.4,20.2,38,,,,,,,,,,,1,,M,採血編號no.17、尾羽磨損嚴重,,關渡,
,2019/4/14,回收,4,林冠伶,R,K46237,Y,Y,DB,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
,2019/4/14,新鳥,3,張瀚柏,N,K46241,M,Y,R,灰頭鷦鶯,1,S,,M,I,,6,0,0,1,0,N,2,0,,,,,,,,,43,45,72,7.5,1,9,,3,13.3,28.3,20.7,36,,,,,,,,,,,1,,M,採血編號no.20,,關渡,
,2019/4/14,新鳥,3,梅允文,N,K46243,M,R,DG,灰頭鷦鶯,1,S,,F,I,,6,0,0,0,1,N,2,0,,,,,,,,,42,44,,7,1,9,,3,14.7,28.6,20.2,26,,,,,,,,,,,1,,M,採血編號no.19、尾羽脫落,,關渡,
,2019/4/14,新鳥,4,林穆明,N,K46250,M,R,R,灰頭鷦鶯,1,S,,F,I,,6,0,0,2,1,N,3,0,,,,,,,,,41.5,42.5,66,7.4,1,12,,3,13.1,28.5,20.1,26,,,,,,,,,,,1,,M,採血編號no.22,,關渡,
,2019/4/14,新鳥,4,張瀚柏,N,K46253,M,DB,O,灰頭鷦鶯,1,S,,U,,,6,2,1,1,1,N,3,0,,,,,,,,,49,51,,7.5,1,6,,3,14,29.3,20.9,38,,,,,,,,,,,1,,M,尾羽換羽中、採血編號no.24,,關渡,
,2019/5/5,新鳥,4,張瀚柏,N,K46254,M,M,O,灰頭鷦鶯,1,S,,U,,,6,0,1,1,1,N,1,0,,,,,,,,,42,43,,7.5,1,11,,3,13.4,28.5,19.9,38,,,,,,,,,,,1,,M,尾羽換羽中，血樣編號28,,關渡,
,2019/5/5,新鳥,4,林冠伶,N,K46256,M,M,Y,灰頭鷦鶯,1,S,,F,I,C,6,5,2,0,1,N,2,0,,,,,,,,,44,45,,8,1,11,,3,12,28,20.4,26,,,,,,,,,,,1,,M,尾羽換羽中，血樣編號27,,關渡,
,2019/5/5,新鳥,4,沈妤蓮,N,K46257,M,O,O,灰頭鷦鶯,1,S,,F,I,C,6,5,2,1,0,N,2,0,,,,,,,,,44,45,66,8.5,1,8,,3,,,,,,,,,,,,,,,,,M,操作中逃逸,,關渡,
,2019/5/26,新鳥,6,王李廉,N,K46270,Y,Y,DB,灰頭鷦鶯,1,S,,F,B,C,6,5,2,1,2,N,1,0,,,,,,,,,41,42,,7,1,9,,3,13.5,28.1,20.2,121C,,,,,,,,,,,,,M,尾羽換羽不量，左側P9掉落,,關渡,
,2019/5/26,新鳥,6,葉玲瑤,N,K46271,M,Y,DB,灰頭鷦鶯,1,S,,F,I,,6,5,2,1,0,N,1,0,,,,,,,,,43,44,,6.5,1,5,,3,13.4,29.1,21.6,123B,,,,,,,,,,,1,,M,尾羽換羽不量,,關渡,
,2019/5/26,新鳥,6,張智偉,N,K46276,M,DG,R,灰頭鷦鶯,1,S,,F,P,I,6,0,0,0,0,N,3,0,,,,,,,,,43,44,55,7,1,7,,3,14.6,28.6,21.3,121C,,,,,,,,,,,1,,M,,,關渡,
,2019/6/16,回收,8,沈妤蓮,R,K46280,M,Y,Y,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,3,0,,,,,,,,,45,46,62,6.2,1,,,3,15.8,30,20.7,123A,,,,,,,,,,,,,M,,,關渡,
,2019/5/26,新鳥,7,林冠伶,N,K46280,M,Y,Y,灰頭鷦鶯,1,S,,M,I,,6,1,0,0,1,N,3,0,,,,,,,,,44,45,64,7.5,1,12,,3,14.1,29.7,21.7,123A,,,,,,,,,,,1,,M,,,關渡,
,2019/5/26,新鳥,7,林冠伶,N,K46283,M,Y,O,灰頭鷦鶯,1,S,,U,,,6,0,0,0,0,N,3,3,,,,,,,,,42,43,59,7,1,8,,3,13.4,28.5,21.9,119B,,,,,,,,,,,,,M,嘴厚2.7mm,,關渡,
,2019/4/17,回收,4,林瑞興,R,K46308,Y,W,M,灰頭鷦鶯,1,S,,M,P,C,6,1,0,0,0,N,3,0,,,,,,,,,44,46.5,77,7.2,1,2,,,,,,,,,,,,,,,,,,,O,,,湖本合作社,
,2019/3/16,回收,3,蘇美如,R,K46308,Y,W,M,灰頭鷦鶯,1,S,,M,I,,6,0,0,1,3,N,3,0,,,,,,,,,44,46,79,7.5,1,2,,,,,,123A,,,,,,,,,,,1,,O,腹中央無毛，頭頂背部換羽，補上色環,,湖本合作社,
,2019/2/17,新鳥,3,蘇志盛,N,K46308,,,,灰頭鷦鶯,1,S,,M,I,,6,0,0,1,0,N,1,0,,,,,,,,,43,45,78,7.3,3,2,,3,13.8,27.9,19.8,37,,,,,,,,,,,,,O,,,湖本合作社,
,2019/2/17,新鳥,3,柯佳雯,N,K46310,,,,灰頭鷦鶯,1,S,,F,I,,6,0,0,2,0,N,3,0,,,,,,,,,44.5,45.5,,7,3,1,,3,13,27.4,19.2,123A,,,,,,,,,,,,,O,尾羽磨損嚴重 I:嘴基肉色,,湖本合作社,
20180245,2018/8/5,新鳥,12,林冠伶,N,K46404,,,,灰頭鷦鶯,1,S,,U,,,6,0,0,2,0,N,4,0,,,,,,,,,42,44,,,3,11,,3,,,,,,,,,,,,,,,,,M,中途逃逸；尾羽斷裂不量,,關渡,
20180247,2018/8/5,新鳥,12,張靖,N,K46406,Y,DG,O,灰頭鷦鶯,2,S,,U,,,3,0,0,1,1,N,2,2,,,,,,,,,40,41,,6.5,1,6,,3,13.7,27.8,19.3,,,,,,,,,,,,,,M,尾羽換羽不量,,關渡,
20180248,2018/8/5,新鳥,13,梅允文,N,K46407,Y,DB,O,灰頭鷦鶯,2,S,,U,,,2,0,0,0,1,N,2,2,,,,,,,,,40,42.5,53,6.9,1,6,,3,12.1,28.5,19.7,,,,,,,,,,,,,,M,,,關渡,
20180249,2018/8/5,新鳥,13,張智偉,N,K46408,Y,DB,M,灰頭鷦鶯,1,S,,U,,,6,0,0,0,1,N,1,0,,,,,,,,,41.5,43,57,7,1,6,,3,15.1,29,21.1,,,,,,,,,,,,,,M,,,關渡,年齡2更改為1幼鳥羽衣2更改為0
,2019/5/5,回收,5,林冠伶,R,K46416,Y,DG,DG,灰頭鷦鶯,1,S,,F,I,C,6,5,2,0,1,N,2,0,,,,,,,,,42,43,,7,1,9,,3,13.9,29,21.2,26,,,,,,,,,,,1,,M,尾羽換羽中，血樣編號29,,關渡,
,2019/4/14,回收,2,張智偉,R,K46416,Y,DG,DG,灰頭鷦鶯,1,S,,F,I,P,6,0,0,0,1,N,2,0,,,,,,,,,41.5,43,,7,1,7,,3,14,28.9,20.6,26,,,,,,,,,,,1,,M,換羽不量、採血編號no.15,,關渡,
,2019/3/17,回收,1,葉玲瑤,R,K46463,Y,Y,DG,灰頭鷦鶯,1,S,,M,I,,6,0,0,1,2,N,1,0,,,,,,,,,45,46,70,7.5,1,8,,3,13,29,20.4,223C,,,,,,,,,,,1,,M,血樣編號No.6,,關渡,
,2019/5/5,回收,5,姚牧君,R,K46473,Y,M,M,灰頭鷦鶯,1,S,,M,I,,6,1,1,1,2,N,2,0,,,,,,,,,44,45,69,7.5,1,7,,3,13,29,21.3,340,,,,,,,,,,,1,,M,血樣編號30,,關渡,
,2019/6/16,新鳥,9,林冠伶,N,K46501,M,O,DG,灰頭鷦鶯,2,S,,M,I,,5,0,0,1,1,N,3,0,,,,,,,,,42,43,,7,1,11,,3,14.8,27.9,20.5,37,,,,,,,,,,,,,M,尾羽換羽中不量,,關渡,
,2019/6/16,新鳥,9,王李廉,N,K46502,M,W,Y,灰頭鷦鶯,2,S,,U,,,2,0,0,0,1,N,2,9,,,,,,,,,42,43,58,7.1,1,7,,3,13.9,28.8,21,121B,,,,,,,,,,,1,,M,鼻孔前寬度:2.1mm,,關渡,
